TOWN_ID,C_Name,T_Name,Address,disastertype,Time,situation,Lon,Lat
1001002,嘉義縣,朴子市,嘉義縣朴子市正興里,淹水,2009-8-9 08:07,朴子溪溪水溢流請求抽水機支援,120.244654,23.468077
1001002,嘉義縣,朴子市,嘉義縣朴子市竹村里過埤仔71號,淹水,2009-8-9 08:35,朴子市竹村里過埤仔71號淹水需協助撤離。,120.25121,23.437762
1001002,嘉義縣,朴子市,嘉義縣朴子市應菜埔7-2巷,淹水,2009-8-9 09:45,淹水,120.244654,23.468077
1001002,嘉義縣,朴子市,嘉義縣朴子市松華里251號,淹水,2009-8-9 09:30,該地淹水老人受困需物資,120.251357,23.40674
1001002,嘉義縣,朴子市,嘉義縣朴子市佳禾里,淹水,2009-8-9 09:38,朴子市佳禾里苦瓜寮哈巴士大圳水已滿位開始溢進佳禾社區,120.257128,23.448128
1001002,嘉義縣,朴子市,嘉義縣朴子市,淹水,2009-8-9 14:24,大同國小正對面文化學園地下室水一直往下流程3米寬4米高半米請求抽水機或沙包堆置,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市內厝里永和里,淹水,2009-8-9 13:40,朴子市公所秘書來電內厝里永和里鄰河川處需要沙包,120.243019,23.472147
1001002,嘉義縣,朴子市,嘉義縣朴子市竹圍里南通路3段663號,淹水,2009-8-9 12:05,上述地點淹水及膝請求沙包30包支援,120.242404,23.461672
1001002,嘉義縣,朴子市,嘉義縣朴子市海通路,淹水,2009-8-9 12:03,淹水深及膝,120.235665,23.463954
1001002,嘉義縣,朴子市,嘉義縣朴子市崁後里135號,淹水,2009-8-9 17:27,上述災害地點已水深及腰，因住平房有2位老人急需救援。,120.222129,23.446103
1001002,嘉義縣,朴子市,嘉義縣朴子市,淹水,2009-8-9 19:00,朴子市朴子國中明智路附近水淹大腿請協助派員抽水,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市中興路87號,淹水,2009-8-9 21:00,申請沙包,120.244464,23.459502
1001002,嘉義縣,朴子市,嘉義縣朴子市文化里開元路附近,淹水,2009-8-9 22:25,朴子市文化里開元路，海通路附近淹水,120.237442,23.464649
1001002,嘉義縣,朴子市,嘉義縣朴子市高明幼稚園,淹水,2009-8-10 08:31,上述地點地下室淹水請派人支援,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市衛生所,淹水,2009-8-10 10:10,積水請求抽水機,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市,淹水,2009-8-10 12:30,教育處反映朴子市縣立體育館地下室因淹水暫時無法復電因體育館電路與附近民眾同一線路請水利處調派抽水機協助抽水俾利及早使附近停電戶復電,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市平和里山通路35之1號,淹水,2009-8-10 15:53,地下室淹水,120.245144,23.465716
1001002,嘉義縣,朴子市,嘉義縣朴子市文化北路3號,淹水,2009-8-10 15:54,上述地點地下室淹水需抽水。,120.241184,23.463969
1001002,嘉義縣,朴子市,嘉義縣朴子市中正路179號,淹水,2009-8-10 15:55,小型家庭紙工廠紙張浸水，約有2個房間多，請求支援清理。,120.243212,23.465315
1001002,嘉義縣,朴子市,嘉義縣朴子市尚品火鍋店,淹水,2009-8-9 18:20,上述地點急需沙包,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市竹村里201號,淹水,2009-8-10 09:18,積水請求抽水機。,120.25121,23.437762
1001002,嘉義縣,朴子市,嘉義縣朴子市竹圍里,淹水,2009-8-10 07:01,新生行、文化路一帶淹水及腰。,120.246411,23.456848
1001002,嘉義縣,朴子市,嘉義縣朴子市光復路45號,淹水,2009-8-10 06:13,朴子市光復路45號，地下室積水需抽水機。,120.245937,23.465872
1001002,嘉義縣,朴子市,嘉義縣朴子市?溪國小,淹水,2009-8-11 11:08,上述地點地下室淹水， 需協助調派抽水機協助抽水。,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市崁後里,淹水,2009-8-11 09:30,上述地點極需調派抽水機3部協助抽水,120.222129,23.446103
1001002,嘉義縣,朴子市,嘉義縣朴子市新興122巷18弄5號,淹水,2009-8-9 11:55,朴子市新興122巷18弄5號該大樓地下室快淹水需要沙包,120.244654,23.468077
1001002,嘉義縣,朴子市,嘉義縣朴子市文明路7-23號,淹水,2009-8-9 21:05,上述地點淹水請求救援(協助脫困)吳小姐(11年次),120.24982,23.465796
1001002,嘉義縣,朴子市,嘉義縣朴子市崁後里,淹水,2009-8-9 18:25,崁後里全淹水.請求轍離.,120.222129,23.446103
1001002,嘉義縣,朴子市,嘉義縣朴子市省立朴子醫院,淹水,2009-8-9 12:40,李小姐護士朴子市省立朴子醫院淹水需協助抽水機抽水,120.255753,23.467924
1001002,嘉義縣,朴子市,嘉義縣朴子市雙溪里,淹水,2009-8-9 10:50,雙溪口水閘門破掉造成附近住家淹大水,120.280635,23.486338
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮貴舍里,淹水,2009-8-9 17:05,貴舍里全村皆淹水有平房淹水半樓高須撤離,120.210454,23.435216
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮白水湖,淹水,2009-8-9 11:55,上述地點淹水請求支援2臺抽水機,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮東港里埔仔厝整村淹水,淹水,2009-8-9 11:25,整村淹水，請求前往抽水。,120.193369,23.37681
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮貴舍里半月,淹水,2009-8-11 12:44,上述地點靠近十全駕訓班一帶持續淹水請調派抽水機前往抽水,120.210454,23.435216
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮新岑里布袋國中附近,淹水,2009-8-10 07:14,淹水、抽水機未作動。,120.168498,23.347672
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮永安里277-16號,淹水,2009-8-9 07:40,布袋鎮永安里277-16號旁水門遭沖走水一直淹上來,120.18761,23.366604
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮光復里東安庄59號,淹水,2009-8-9 13:30,布袋地區抽水機損壞無法抽水,120.155221,23.365801
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,淹水,2009-8-9 13:02,十全駕訓班附近堤防潰堤,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,淹水,2009-8-10 16:05,前東港排水破提。,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,淹水,2009-8-9 23:45,布袋分隊分隊長指出布袋鎮內災情頻傳，分隊人車全出動救災，請求國軍前往協助救災。,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮岑海里新南二街48號,淹水,2009-8-9 15:30,布袋鎮岑海里新南二街48號停電、淹水，請求物資支援及安置。,120.153727,23.378136
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮岑海里,淹水,2009-8-9 09:00,布袋鎮海埔新生地新北2街淹水請加派抽水機抽水,120.145799,23.379556
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮永安里277-16號,淹水,2009-8-9 09:09,上述地點大排破一個大洞造成附近淹水。,120.18761,23.366604
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮永安里,淹水,2009-8-9 12:53,淹水,120.18761,23.366604
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,淹水,2009-8-9 12:05,布袋鎮海埔新生地2臺抽水機故障糗球支援抽水機,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮菜舖里24-2號,淹水,2009-8-9 11:53,同上地址有7大人12小孩因淹水受困水深半層樓需救援,120.221107,23.39066
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮公所,淹水,2009-8-9 11:55,輸送物資至淹水區,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮海埔新生地抽水站,淹水,2009-8-9 11:20,報案人表示:海埔新生地抽水站沒有起用，造成淹水。,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮好美里,淹水,2009-8-9 10:30,好美里淹水約1公尺高請加派抽水機或派員協助處理水患,120.13566,23.348882
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮過溝團結橋附近淹水,淹水,2009-8-9 09:40,布袋鎮過溝團結橋附近淹水,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮淹水,淹水,2009-8-9 08:30,布袋鎮淹水，請求阿兵哥20名支援。,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮海運街21號,淹水,2009-8-9 09:06,上述災害地點淹水亟需調派沙包20個,120.154152,23.381822
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮九龍里入船路嘉慶廟附近,淹水,2009-8-9 08:34,嘉慶廟附近淹水至膝蓋。,120.157722,23.37751
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮九龍里入船處,淹水,2009-8-9 08:34,嘉慶廟附近淹水至膝蓋,120.158322,23.37799
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮光復里,淹水,2009-8-9 08:20,光副里1段17巷1弄25號淹水,120.155221,23.365801
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮岱江里29巷,淹水,2009-8-9 08:30,全村淹水，最深及膝蓋，請求抽水機支援。,120.157722,23.376425
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮興中里太平路176號,淹水,2009-8-9 01:51,該地淹水且持續上漲中。,120.160654,23.378039
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮海埔新生地新南三街231號,淹水,2009-8-9 01:20,水淹1層樓高，要求申請抽水機。,120.167133,23.393601
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮布袋漁市,淹水,2009-8-9 01:13,布袋漁市淹大水，希望能儘速處理。,120.162101,23.377707
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮大崙淹水,淹水,2009-8-9 01:37,該地區淹水約40公分且持續上漲中。,120.162101,23.377707
1001004,嘉義縣,大林鎮,嘉義縣大林鎮西結里陳井寮191-1號,淹水,2009-8-9 18:27,淹水缺抽水機,120.414717,23.611792
1001004,嘉義縣,大林鎮,嘉義縣大林鎮西結里,淹水,2009-8-9 14:54,大林鎮西結里抽水機故障請求加派抽水機,120.414717,23.611792
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金興村,淹水,2009-8-9 07:47,水深2尺高請求抽水機,120.439318,23.516141
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉大崎村、秀林村、亞昌村堤防,淹水,2009-8-9 14:15,"堤防潰堤，請國軍兵力80人協助。支援日期:8月10日
支援地點:秀林村、溪底寮、大崎村、亞昌村
聯絡人:秀林村村長09****2448",120.485727,23.52279
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金興村集福街10巷45號,淹水,2009-8-9 13:30,金世界社區又開始淹水約1樓高民生物資在社區入口無人送達急須食物及飲水,120.436611,23.517194
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉民雄地下道,淹水,2009-8-9 09:25,民雄地下道淹水。,120.432701,23.562262
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金興村42巷36號,淹水,2009-8-9 11:42,位處3樓目前金世界淹水家中有2名大人其中1位行動不便，請提供物資。,120.439318,23.516141
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉,淹水,2009-8-9 10:33,臺一線協同中學前道路淹水車輛無法通行,120.432701,23.562262
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉集福街32巷49號,淹水,2009-8-9 03:50,民雄鄉集福街32巷49號附近淹水至2樓請求協助撤離。,120.436829,23.515798
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉秀林村,淹水,2009-8-10 12:26,民雄鄉秀林村溪底寮堤防崩塌約40-50公尺因目前淹水已退請恕派員處理民眾反映怕水位升高時又會再次淹水,120.476247,23.509992
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金興村金世界,淹水,2009-8-9 02:22,金世界一帶淹水嚴重，請求派消防車協助勸離,120.439318,23.516141
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金世界惠安街59巷12號,淹水,2009-8-9 08:09,上述地點造成淹水有3個大人3個小孩等待救援,120.447469,23.576263
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉大崎村,淹水,2009-8-9 10:40,民雄鄉大崎村水淹及腰。,120.485727,23.52279
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉西昌村,淹水,2009-8-9 09:40,上述地點大淹水請支援抽水機,120.380583,23.543411
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉金興村立德街,淹水,2009-8-9 04:45,"紀SIR透過中央應變中心幫他媳婦陳美惠09****5190報案
陳小姐受困在住家2樓(淹水)",120.440395,23.517431
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉朴子溪與臺鐵,淹水,2009-8-9 03:36,"一、臺鐵與朴子潰堤(往民雄)。
二、秀林村(溪底寮)活動水門破壞。",120.432701,23.562262
1001005,嘉義縣,民雄鄉,嘉義縣民雄鄉秀林村朴子溪堤防活動水門,淹水,2009-8-9 03:28,朴子溪堤防活動水門損壞，已潰堤。,120.476247,23.509992
1001006,嘉義縣,溪口鄉,嘉義縣溪口鄉游西村,淹水,2009-8-9 22:20,該村淹水係雲林縣大埤鄉公所將水抽至興安中排所造成，請告知雲林縣災害應變中心將大埤地區淹水抽至北港溪才不會造成游西村淹水。,120.395068,23.618706
1001006,嘉義縣,溪口鄉,嘉義縣溪口鄉游西村,淹水,2009-8-9 21:44,游西村水位上漲，開始淹水似，大埤抽水站未動作,120.395068,23.618706
1001007,嘉義縣,新港鄉,嘉義縣新港鄉159號月眉橋,淹水,2009-8-9 00:38,水位暴漲，有危害之虞。,120.347564,23.55168
1001007,嘉義縣,新港鄉,嘉義縣新港鄉,淹水,2009-8-9 03:05,申請200沙包。(因朴子溪北堤防六興橋旁有缺口),120.346307,23.557366
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉,淹水,2009-8-9 21:53,六腳田寮農田水利排水倒塌(朴子過朴子大橋紅綠燈左轉到底),120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉灣內,淹水,2009-8-9 12:00,抽水機損壞、故障。,120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉嘉59線蓖麻橋(埤溝橋),淹水,2009-8-9 00:25,朴子溪水位持續上漲，離堤防頂僅餘不足1公尺。,120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉,淹水,2009-8-9 15:05,臺北支援抽水機1臺因管子破裂請求支援,120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉更寮村,淹水,2009-8-9 12:30,朴子橋往六腳耕聊方向堤防破損請求進行圍堵作業以防災害發生,120.230896,23.474024
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉灣南村,淹水,2009-8-9 11:30,灣南村3臺抽水機故障請求處理。,120.30987,23.493926
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉灣內,淹水,2009-8-9 10:22,六腳鄉灣內堤防潰堤造成朴子市大糠榔淹水,120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉,淹水,2009-8-9 05:38,嘉59線蒜頭往灣內，埤頭橋附近堤防離滿水位不及1公尺，恐致危害。,120.291657,23.500496
1001008,嘉義縣,六腳鄉,嘉義縣六腳鄉蒜頭村糖廠後方朴子溪與新埤圳堤防,淹水,2009-8-9 08:20,嘉義縣六腳鄉蒜頭村糖廠後方朴子溪與新埤圳堤防破洞，請求支援。,120.287183,23.495465
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村附近,淹水,2009-8-9 08:35,東石鄉塭仔村附近抽水機故障，造成附近民眾住家淹水。,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉東崙村52號,淹水,2009-8-10 16:16,淹水,120.194033,23.434869
1001009,嘉義縣,東石鄉,嘉義縣東石鄉西崙村353號,淹水,2009-8-10 17:10,淹水,120.194405,23.425836
1001009,嘉義縣,東石鄉,嘉義縣東石鄉西崙村,淹水,2009-8-10 10:46,水淹及膝目前持續下雨中,120.194405,23.425836
1001009,嘉義縣,東石鄉,嘉義縣東石鄉西崙村,淹水,2009-8-10 14:30,淹水一直都沒退,120.194405,23.425836
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-10 11:00,淹水嚴重請回電報告處理作為,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-10 10:55,淹水嚴重,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-9 08:47,2臺抽水機故障水已淹至馬路請求抽水機支援,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村後埔100號,淹水,2009-8-10 21:19,報案人指稱上述地點水深及膝.請指派人員抽水.,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉膽潭村,淹水,2009-8-9 10:28,東石鄉膽潭村目前已淹水只有1部抽水機目前淹水水位已慢漫上升請加派人員及調度抽水機協助處裡,120.142668,23.452558
1001009,嘉義縣,東石鄉,嘉義縣東石鄉掌潭村,淹水,2009-8-10 13:10,掌潭村與過溝交界處嚴重淹水,120.163177,23.41642
1001009,嘉義縣,東石鄉,嘉義縣東石鄉掌潭29號,淹水,2009-8-10 20:00,東石鄉掌潭村29號附近淹水.請加強派抽水車協助抽水.聯絡電話09****4678余先生.,120.172704,23.418973
1001009,嘉義縣,東石鄉,嘉義縣東石鄉臺17線,淹水,2009-8-10 23:05,臺17線東石往過溝水門關閉造成東石淹水。,120.142668,23.452558
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-10 20:22,溫仔村後部抽水站抽水機損壞.請碇派抽水機支援.,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉西崙村581號,淹水,2009-8-11 00:38,西崙村8月10日1600至1800水位下降2吋，1800-2400水位不降反升，請求協助。,120.194405,23.425836
1001009,嘉義縣,東石鄉,嘉義縣東石鄉洲仔村,淹水,2009-8-10 03:48,村內水位升高(大廟附近),120.19757,23.454438
1001009,嘉義縣,東石鄉,嘉義縣東石鄉港墘村十全駕訓班旁,淹水,2009-8-9 20:13,上述地點積水，申請加班抽水機，民眾見電視有熱心民眾欲支援抽水機，請請安裝，聯絡電話：09****1685,120.216747,23.459725
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村8鄰20號,淹水,2009-8-11 10:10,水淹及胸缺乏物資,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉掌潭村,淹水,2009-8-11 18:00,掌潭村已經淹水2-3天了，請求抽水機。(詹國安0911194541),120.163177,23.41642
1001009,嘉義縣,東石鄉,嘉義縣東石鄉栗仔崙19號,淹水,2009-8-11 11:50,6人{4大2小}請求抽水機抽水及物資發放,120.163177,23.41642
1001009,嘉義縣,東石鄉,嘉義縣東石鄉掌潭村9之29號,淹水,2009-8-11 01:13,中央災害應變中心王秘書來電告知上述地點水深及腰，報案人：蕭先生：09****9625,120.163177,23.41642
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-10 20:40,"上述地點水深及胸，需要救援。
(張先生，09****5747)
05-****183",120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉永屯村栗子崙,淹水,2009-8-10 15:50,"一、栗子崙淹水。
二、缺少物資，請求支援。",120.169713,23.453854
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村20號,淹水,2009-8-10 14:42,上述地點民眾淹水斷糧請求運送物資,120.174206,23.437016
1001009,嘉義縣,東石鄉,嘉義縣東石鄉全村,淹水,2009-8-9 22:40,全鄉淹水，須軍卡軍載送抽水機，及油料抽水用。,120.142668,23.452558
1001009,嘉義縣,東石鄉,嘉義縣東石鄉掌潭村,淹水,2009-8-9 17:55,掌潭村擋水牆掏空請求40包太空包,120.163177,23.41642
1001009,嘉義縣,東石鄉,嘉義縣東石鄉西崙村14鄰,淹水,2009-8-9 15:50,目前屋內水已淹及跨邊高度，請派員提供物資，並給予關懷。,120.194405,23.425836
1001009,嘉義縣,東石鄉,嘉義縣東石鄉港墘村,淹水,2009-8-9 17:15,港墘村周遭水位已快達淹水狀況請盡速派抽水機抽水,120.216747,23.459725
1001009,嘉義縣,東石鄉,嘉義縣東石鄉嘉南大圳嘉七橋,淹水,2009-8-9 11:42,嘉南大圳嘉七橋破堤，請派員處理。,120.142668,23.452558
1001009,嘉義縣,東石鄉,嘉義縣東石鄉洲仔村臺糖農地堤防,淹水,2009-8-9 14:50,東石鄉洲仔村臺糖農地堤防需抽水機,120.19757,23.454438
1001009,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,淹水,2009-8-9 08:25,淹水，抽水機故障。,120.174206,23.437016
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉北華村永華橋,淹水,2009-8-9 20:55,義竹鄉北華村永華橋附近淹水，且永華橋有缺口，有潰堤之虞,120.192604,23.352539
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉新店村新店大排邊,淹水,2009-8-11 12:18,新店大排邊有一缺口造成淹水。,120.195548,23.329851
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉六桂村,淹水,2009-8-9 10:10,"一、六桂村翁岳生舊宅旁堤防倒塌，本鄉無法自行處理，請聯絡五河局支援。
二、本鄉絕大部分遭淹沒，請支援太空包及沙包檔水。",120.240382,23.330651
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉中平村,淹水,2009-8-9 06:50,義竹鄉中平村八掌溪溪水暴漲水位高漲.即將溢堤.,120.27087,23.367064
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉西過村280號淹水,淹水,2009-8-9 10:09,義竹鄉西過村280號淹水，楊小姐(09****7034)表示西過村全村淹水，請求疏散居民。,120.201447,23.305755
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,淹水,2009-8-9 11:30,義竹鄉新店村後鎮村北華村岸腳村平溪村淹水協助救援災民,120.244875,23.398814
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉中平村,淹水,2009-8-9 06:26,該村8掌溪即將溢堤請派員警協助疏散,120.27087,23.367064
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉官順村、新店村、岸腳村、北華村、後鎮村積水,淹水,2009-8-9 10:35,本鄉目前積水嚴重，尤以官順村、新店村、岸腳村、北華村、後鎮村特別嚴重，急需移動式抽水機10臺，以利淹水村落排水。,120.173949,23.30909
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉碧潭村,淹水,2009-8-9 08:00,全村淹水1尺高以上，請求支援﹝公車2臺﹞,120.29822,23.385067
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉碧潭村,淹水,2009-8-9 14:15,因淹水居民需撤離至竹園國小收容處所，請公車處支援1臺公車。,120.29822,23.385067
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉三角村,淹水,2009-8-9 18:06,堤防潰堤全村淹水，請求協助清掃消毒,120.330354,23.394875
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉下潭、頂潭,淹水,2009-8-9 05:00,鹿草鄉下潭頂潭等八掌溪沿岸許厝寮恐有溢堤淹水之虞，請宣導疏散,120.284547,23.431703
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉三角村,淹水,2009-8-9 09:30,鹿草鄉三角村淹水怕有危險(住戶:黃木田、黃英城09****3929)。,120.330354,23.394875
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉碧潭村35號,淹水,2009-8-9 12:25,"1.上述地點水淹及膝需救援5大3小
2.該案為陳先生報案0933628886",120.29822,23.385067
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉重寮村,淹水,2009-8-9 10:45,嘉義縣鹿草鄉中寮村媽祖廟前約10幾人受困須撤離,120.314603,23.399913
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉堤防邊,淹水,2009-8-9 01:28,該處淹水請啟動抽水機抽水，並加派抽水機,120.284547,23.431703
1001012,嘉義縣,水上鄉,嘉義縣水上鄉中庄村,淹水,2009-8-10 17:18,水上鄉中庄村堤防排水閘門阻塞請調派抽水機協助抽水,120.437224,23.426971
1001012,嘉義縣,水上鄉,嘉義縣水上鄉中庄村,淹水,2009-8-9 18:30,水上鄉中庄村線淹水近1天若不作處置100多甲農作物將損失另通合橋永欽2號橋亦不能通車希望派橡皮艇來打開水門讓積水排除,120.437224,23.426971
